ID CONTRATO,RUC CONTRATISTA,TIPO PENALIDAD,OBJETO CONTRATO,ENTIDAD CONTRATANTE,FECHA PENALIDAD,DESCRIPCION/MOTIVO,MONTO
2026040,20552088167,Por Mora,Servicio,AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO,28/04/21,Penalidad al Entregable N° 02,1166.33
2015854,20551675247,Por Mora,Servicio,AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO,16/12/20,"Cuadro de penalidad, Informe y conformidad del área usuaria",321500.13
2008571,20545792177,Por Mora,Bien,AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO,01/12/20,Penalidad aplicada por 3 días de atraso,7020
2081495,20554470557,Otra Penalidad,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,15/12/21,POR CAMBIOS DE OPERARIOS SIN PREVIA AUTORIZACION,290.24
2081495,20554470557,Por Mora,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,15/12/21,POR NO CUBRIR CON TRES OPERARIOS DE LIMPIEZA EL DIA DE LA INSTALACION DEL SERVICIO,159.97
2081442,20603514131,Otra Penalidad,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,07/12/21,"por cambio de agentes sin previa autorización, demora en sustentar la documentación del perfil de los nuevos agentes",38940
2004931,20601365007,Por Mora,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,10/09/21,POR RETRASO EN LA DIGITALIZACION DEL PRIMER ENTREGABLE,20511.74
2011942,20511772312,Otra Penalidad,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,11/05/21,POR PERDIDA DE BIEN PATRIMONIAL,645
2011942,20511772312,Por Mora,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,06/09/21,POR DEMORA EN LA PRESENTACION DEL PLAN DE SEGURIDAD Y DE REENTRENAMIENTO - PRESTACION ADICIONAL,886.8
2011942,20511772312,Otra Penalidad,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,25/06/21,"POR TURNOS CONTINUOS, TARDANZA Y PUESTO NO CUBIERTO",1200
2011942,20511772312,Otra Penalidad,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,02/09/21,Por tardanza y puesto de vigilancia no cubierto en la hora indicada,2400
2011942,20511772312,Otra Penalidad,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,07/07/21,AGENTE DE SEGURIDAD NO PORTA SU ARMA DE FUEGO,100
2025240,20502804384,Por Mora,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,14/06/21,POR HABER INCURRIDO EN 1 DIA DE RETRASO INJUSTIFICADO,823.53
2025240,20502804384,Otra Penalidad,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,25/05/21,POR HABER INCURRIDO EN EL SUPUESTO DE PENALDIDAD Nº03 DEL CONTRATO,2200
2011942,20511772312,Otra Penalidad,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,27/01/21,CAMBIO DE PERSONAL SIN CUMPLIR CON EL PERFIL MINIMO REQUERIDO,5600
2011942,20511772312,Por Mora,Servicio,PROGRAMA NACIONAL DE TELECOMUNICACIONES,15/12/20,PENALIDAD POR RETRASO INJUSTIFICADO EN LA PRESENTACION DEL ESTUDIO DE SEGURIDAD Y EL INFORME DE LOS RESULTADOS DEL CUMPLIMIENTO DEL PLAN DE CAPACITACION Y REENTRENAMIENTO,445.48
2078431,20601234123,Otra Penalidad,Servicio,HOSPITAL EMERGENCIA ATE VITARTE,31/12/21,LA EMPRESA INCUMPLIO CON LOS TERMINOS DE REFERENCIA.,68435
2060758,20423044765,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,18/11/21,EL CONTRATISTA INCUMPLIO CON EL PLAZO DE ENTREGA.,3.28
2077787,20505973691,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,10/12/21,LA EMPRESA INCUMPLIO CON EL PLAZO DE ENTREGA.,61.01
2084811,20537139120,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,02/12/21,EL CONTRATISTA INCUMPLIO CON EL PLAZO DE ENTREGA.,193.04
2050867,20423044765,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,27/10/21,EL CONTRATISTA INCUMPLIO CON EL PLAZO DE ENTREGA DE LOS BIENES.,17.81
2077774,20505973691,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,10/12/21,LA EMPRESA INCUMPLIO CON EL PLAZO DE ENTREGA.,97.3
2056071,10099131972,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,25/10/21,EL CONTRATISTA INCUMPLIO CON EL PLAZO DE ENTREGA.,72.29
2078577,20465722119,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,20/10/21,06 DIAS DE ATRASO EN LA SEGUNDA ENTREGA,471.2
2075206,20468787360,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,27/09/21,EL CONTRATISTA INCUMPLIO CON EL PLAZO DE ENTREGA DE UNO DE LOS BIENES.,3385.8
2061462,20465722119,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,30/06/21,EL PROVEEDOR INCUMPLIO CON EL PLAZO DE ENTREGA DE LOS BIENES,2400
2074788,20505719396,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,20/09/21,EL CONTRATISTA INCUMPLIO CON EL PLAZO DE LA PRIMERA ENTREGA DE LOS BIENES.,4900
2061304,20468787360,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,13/08/21,PROVEEDOR INCUMPLIO CON EL PLAZO DE ENTREGA DEL EQUIPO EN CESION DE USO,23845.92
2056886,20601518962,Por Mora,Servicio,HOSPITAL EMERGENCIA ATE VITARTE,01/07/21,EL CONTRATISTA INCUMPLIO CON EL PLAZO DE EJECUCION DEL SERVICIO.,28959
2054849,20601763631,Otra Penalidad,Servicio,HOSPITAL EMERGENCIA ATE VITARTE,04/06/21,"Penalidad por incumplimiento del TDR, demora en presentación de documentos",660
2055334,20601619947,Por Mora,Servicio,HOSPITAL EMERGENCIA ATE VITARTE,24/05/21,EL CONTRATISTA INCUMPLIO CON EL PLAZO DE EJECUCION DEL SERVICIO,1492.28
2050046,20419385442,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,14/05/21,06 DIAS DE ATRASO EN LA SEGUNDA ENTREGA,1200
2048488,20601763631,Otra Penalidad,Servicio,HOSPITAL EMERGENCIA ATE VITARTE,12/04/21,NO ENTREGO LOS MATERIALES DE LIMPIEZA EN EL TIEMPO ACORDADO,11000
2049515,20503794692,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,19/04/21,"EL CONTRATISTA NO CUMPLIO CON EL PLAZO DE ENTREGA DE LOS BIENES, POR LO TANTO, INCURRIO EN PENALIDAD.",2121.6
2050556,20505719396,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,23/04/21,"EL CONTRATISTA NO CUMPLIO CON EL PLAZO DE ENTREGA DE LOS BIENES, POR LO TANTO. INCURRIO EN PENALIDAD.",7711.5
2054637,20100018625,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,08/07/21,EL CONTRATISTA INCUMPLIO CON EL PLAZO DE EJECUCION DEL SERVICIO,1728
2060714,10476122690,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,22/06/21,EL CONTRATISTA INCUMPLIO CON EL PLAZO DE ENTREGA DE LOS BIENES.,4607.96
2055118,20605036458,Por Mora,Bien,HOSPITAL EMERGENCIA ATE VITARTE,19/05/21,EL CONTRATISTA INCUMPLIO CON EL PLAZO DE ENTREGA DE LOS BIENES.,25555.56
2024266,20534086211,Otra Penalidad,Obra,MUNICIPALIDAD DISTRITAL DE CHAVIN DE HUANTAR,21/12/21,PENALIDAD,14509.04
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,13/04/22,Remuneración mensual del supervisor residente y/o agente de vigilancia menor a estructura de costos,460
2072751,20602241581,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,06/04/22,"No brindó descanso al personal, no presentó la documentación dentro del plazo establecido",1800
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,24/03/22,"Por realizar el cambio de agente sin autorización, por destacar agentes que no cumplen perfil establecido, remuneración mensual menor",10695
2080131,20558611881,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,21/03/22,No entregar la totalidad de mascarillas según lo indicado en los TDR,2800
2088636,20602025234,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,15/03/22,No presentar la Matriz IPER en el plazo máximo establecido en los Términos de Referencia,200
2098372,20455067465,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,11/04/22,"No portar fotocheck, tardanzas del personal, no entrega de materiales, insumos, herramientas, equipos y matriz IPERC según lo establecido",7245
2078998,20558611881,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,08/02/22,Retraso en la presentación de los documentos para conformidad y pago,50
2077803,20601234123,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,05/04/22,No presentó la documentación dentro del plazo establecido,900
2072751,20602241581,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,11/02/22,No brindó descanso al personal,800
2017796,20602131549,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,30/11/20,IMCUMPLIMIENTO,1720
2072751,20602241581,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,26/10/21,No presenta matriz IPERC en plazo,200
2080131,20558611881,Por Mora,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,15/03/22,No presentar la documentación en plazo establecido,199.89
2080131,20558611881,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,15/03/22,No entregar la totalidad de mascarillas según lo indicado en los TDR,2400
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,16/02/22,"Referida a cambiar personal sin autorización, remuneración menor a estructura de costos, agentes no cumplieron perfil establecido",2070
2077803,20601234123,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,04/02/22,No presentó la documentación dentro del plazo establecido,700
2088636,20602025234,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,07/02/22,No presentó la documentación dentro del plazo establecido,450
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,21/12/20,Aplicación de penalidades del periodo Octubre 2020,7654
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,21/12/20,Comunicado de penalidad Periodo Setiembre 2020,13975
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,05/01/21,Aplicación de penalidades - Noviembre 2020,8471
2077803,20601234123,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,20/12/21,No se presentó la Matriz IPER en el plazo máximo establecido en los Términos de Referencia,200
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,18/03/21,"Puesto de vigilancia se cubra después de una hora, puesto de agente de vigilancia no cubierto, remuneración mensual menor a estructura de costos, no entregar totalidad de mascarillas",1760
2029504,20472030311,Por Mora,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,09/04/21,Retraso en la prestación del servicio ejecutado,3563.52
2008033,20600665953,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,26/11/20,No entregar la totalidad de mascarillas,6000
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,30/11/21,"Por no cambio de uniformes según cronograma, cambio de agente sin autorización, menor remuneración de supervisor, agentes que no cumplieron perfil",81620
2072751,20602241581,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,26/10/21,Por no presentar la Matriz IPERC en el plazo establecido en los términos de referencia,200
2014379,20602131549,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,13/04/21,"Por el no cumplimiento de los planes, programas y/o procedimientos establecidos en las bases",4400
2007860,20487078663,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,13/11/20,No brindar descanso al personal mediante el agente volante,400
2008099,20601295408,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,28/01/21,No brindar descanso al personal mediante el agente volante,200
2008164,20600443063,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,11/11/20,no se brindó descanso al personal de vigilancia,800
2008033,20600665953,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,20/12/21,No se brindó descanso al personal de vigilancia,500
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,11/08/21,"Cambio de agente sin autorización, retraso en pago de remuneraciones y/o gratificaciones, remuneración mensual menor a estructura de costos, no presentar documentación que acredite perfil de agente reemplazante",5170
2022164,20601295408,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,03/03/21,"No brindar descanso al personal, que un agente cubra 2 turnos, no visita del supervisor",3620
2008483,20604553939,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,24/08/21,no brindar descanso al personal mediante el agente volante,200
2008483,20604553939,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,17/12/20,no se brindó descanso al personal de vigilancia,400
2008483,20604553939,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,18/11/20,no se brindó descanso al personal de vigilancia,200
2007860,20487078663,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,14/12/21,No se brindó descanso al personal de vigilancia,200
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,28/12/21,"Por realizar el cambio de agente sin autorización, por destacar agentes que no cumplen perfil establecido",2970
2028654,20504714382,Por Mora,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,19/08/21,Penalidad  -  Primer  Informe  Semestral  -Contrato  N°028-2020-OSCE,128.1
2029475,20601726174,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,06/08/21,Penalidad ¿ Activación de 120 cuentas adicionales de correo electrónico.  Adenda Nº01 al Contrato Nº 031-2020-OSCE,660
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,18/10/21,"No realizar el cambio de uniformes, conforme al cronograma propuesto, remuneración mensual menor a la estructura de costos",10780
2008099,20601295408,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,14/12/20,No portó carné de identificación y cubre agente que no cuente con mismo perfil,700
2029475,20601726174,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,21/07/21,Penalidad periodo: 25.mayo.2021  ¿  24.junio.2021  -Contrato N° 031-2020-OSCE,132
2047726,20252575457,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,16/07/21,No cumplir con emitir el informe mensual a los 10 días calendarios después de haberse finalizado el periodo mensual del servicio - 03 días de retraso,1320
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,27/10/21,"Cambio de agente de vigilancia sin autorización, remuneración mensual menor a la estructura de costos, destacar agentes que no cumplan con el perfil establecido en los Términos de Referencia",9460
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,15/02/21,"No realizar cambio de uniformes, remuneración mensual menor a estructura de costos, no brindar descanso al personal, no entregar la totalidad de mascarillas",10164
2008099,20601295408,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,28/12/20,No brindar descanso al personal mediante el agente volante,200
2008164,20600443063,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,09/02/21,se cambió de personal de vigilancia sin autorización de la Entidad,500
2072751,20602241581,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,27/12/21,"Referida a cambiar personal sin autorización, a que no brindó descanso al personal, a no brindar la constancia sobre las fichas sintomatológicas, a no presentar la documentación dentro del plazo establecido",3750
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,12/11/21,"Cambio de agente sin autorización, remuneración mensual menor a lo establecido, destacar agentes que no cumplan perfil",9240
2008033,20600665953,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,18/12/20,No brindar descanso al personal mediante agente volante,200
2072836,20603107234,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,03/11/21,"No brindar descanso al personal mediante el agente volante y no presentar dentro de los diez (10) días calendario, al mes siguiente de culminado el servicio, la documentación",800
2014379,20602131549,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,18/03/21,"Por el no cumplimiento de los planes, programas y/o procedimientos establecidos en las bases",8800
2013865,20558611881,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,08/02/21,Se cubrió a un agente con personal que no contó con el mismo perfil del agente solicitado,500
2022164,20601295408,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,26/03/21,"No brindar descanso al personal, no efectuar visitas el supervisor",1000
2008099,20601295408,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,05/11/20,Agente cubre 02 turnos contínuos,1460
2047726,20252575457,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,28/09/21,No cumplir con emitir el informe mensual a los 10 días calendarios después de haberse finalizado el periodo mensual del servicio - 01 día de retraso.,440
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,16/08/21,Remuneración mensual del supervisor residente y/o agente de vigilancia menor a la estructura de costos,7920
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,16/08/21,"Agente de vigilancia no dispone de carné SUCAMEC y/o se encuentra vencido, realizar cambo de agente sin autorización, remuneración mensual menor a estructura de costos, no brindar descanso al personal, no presentar documentación que acredite perfil de agente reemplazante",4180
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,15/06/21,"Agente de vigilancia no dispone de carné SUCAMEC o se encuentra vencido, cambio de agente sin autorización, remuneración mensual menor a estructura de costos, no presentar documentación que acredite perfil del agente",4730
2011254,20100904315,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,21/04/21,"Agente de vigilancia no dispone de carné SUCAMEC y/o se encuentre vencido, cambio de agente sin autorización, remuneración mensual menor a estructura de costos, no presentar documentación que acredite el perfil del agente reemplazante, no entregar la totalidad de mascarillas",4840
2014379,20602131549,Otra Penalidad,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,05/03/21,"Por el no cumplimiento de los planes, programas y/o procedimientos establecidos en las bases, y Por incumplimiento de cualquier acuerdo de nivel de servicio",13200
2059396,20601310695,Por Mora,Servicio,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,23/09/21,Demora en entregables,2661.62
2011272,20602379842,Por Mora,Servicio,MUNICIPALIDAD PROVINCIAL DE SANTA - CHIMBOTE,04/03/21,PENALIDAD POR MORA,76066.76
2011289,20602379842,Por Mora,Servicio,MUNICIPALIDAD PROVINCIAL DE SANTA - CHIMBOTE,28/01/21,PENALIDAD POR MORA,260067.96
