ID CONTRATO,RUC CONTRATISTA,TIPO PENALIDAD,OBJETO CONTRATO,ENTIDAD CONTRATANTE,FECHA PENALIDAD,DESCRIPCION/MOTIVO,MONTO
1021306,20535029548,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° XI SEDE ICA,15/12/2016,INCUMPLIMIENTO DEL PLAZO DE ENTREGA,3.00
1127306,20490234137,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° X SEDE CUSCO,30/1/2018,otras penalidades mes noviembre 2017,"7978,5"
1127306,20490234137,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° X SEDE CUSCO,12/2/2018,otras penalidades Diciembre 2017,"17658,5"
1105783,20601122198,POR MORA,CONSULTORIAS OBRAS,MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO,21/6/2018,APLICACION MAXIMA DE PENALIDAD POR INCUMPLIMIENTO,"39819,87"
1164816,20601105072,POR MORA,BIENES,PETROLEOS DEL PERU S.A.,21/5/2018,por demora en la entrega del material,"3860,96"
1087460,20100717124,OTRA PENALIDAD,SERVICIOS,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,19/4/2018,POR INCUMPLIMIENTO DE SUS OBLIGACIONES CONTRACTUALES,1245.00
1034352,20347375412,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,7/2/2018,OTRAS PENALIDADES,"2029,41"
1115933,20440180044,POR MORA,BIENES,HOSPITAL DE VITARTE,30/1/2018,PENALIDAD POR MORA,"26,25"
1112206,20111611891,POR MORA,BIENES,HOSPITAL DE VITARTE,25/5/2018,PENALIDAD POR MORA,"213,33"
1112250,20370715107,POR MORA,BIENES,HOSPITAL DE VITARTE,25/5/2018,PENALIDAD POR MORA,75.00
1112076,20370715107,POR MORA,BIENES,HOSPITAL DE VITARTE,2/8/2018,PENALIDAD POR MORA,"127,5"
1144175,20447678722,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE TRANSPORTES Y COMUNICACIONES,13/8/2018,Penalidad Otras Nº 036-2018,830.00
1112064,20440180044,POR MORA,BIENES,HOSPITAL DE VITARTE,30/1/2018,PENALIDAD POR MORA,"365,98"
1151899,C0003006515,OTRA PENALIDAD,SERVICIOS,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE JUNIN,14/5/2018,"USO DE MATERIALES SIN ENSAYO, OBSERVACIONES DEL INSPECTOR Y CAMBIOS DE PERSONAL","6700,52"
919080,20382780532,OTRA PENALIDAD,BIENES,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT,19/4/2018,PENALIDAD POR UPTIME,"133,2"
919080,20382780532,OTRA PENALIDAD,BIENES,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT,4/5/2018,PENALIDAD POR UPTIME,"88,8"
1115142,20558070278,OTRA PENALIDAD,SERVICIOS,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),10/5/2018,Por desatencion de niveles de servicio,120.00
1120149,20447937841,POR MORA,BIENES,UNIVERSIDAD NACIONAL DEL ALTIPLANO,1/12/2017,PENALIDAD POR MORA,8180.00
1115853,20494464544,OTRA PENALIDAD,SERVICIOS,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,27/12/2017,Incumplimiento en no brindar descanso al personal,200.00
1125510,20100148162,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° V SEDE TRUJILLO,23/7/2018,PENALIDAD POR RETRASO EN  RECOJO DE VALORES,249.00
1140567,20100329205,POR MORA,BIENES,UNIVERSIDAD NACIONAL DEL ALTIPLANO,6/4/2018,PENALIDA MAXIMA,5780.00
1157090,20521204380,POR MORA,BIENES,ESCUELA NACIONAL DE MARINA MERCANTE,15/8/2018,PENALIDAD APLICADA POR UN DÍA DE ATRASO EN LA ENTREGA DE MEDICAMENTOS,"2359,38"
1034352,20347375412,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,3/7/2018,OTRAS PENALIDADES,"463,23"
1063863,20100717124,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,7/9/2018,OTRAS PENALIDADES,50.00
1034352,20347375412,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,3/9/2018,OTRAS PENALIDADES,"345,08"
1119446,20547325118,OTRA PENALIDAD,BIENES,MINISTERIO DE ECONOMIA Y FINANZAS,14/9/2018,OTRAS PENALIDADES,"30,89"
1015825,20100686814,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,26/7/2018,OTRAS PENALIDADES,"380,25"
1161439,20128232584,POR MORA,BIENES,COMISIÓN NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,10/10/2018,POR MORA,"553,38"
1172320,20601399602,OTRA PENALIDAD,SERVICIOS,GOBIERNO REGIONAL DE CAJAMARCA-TRANSPORTES,19/9/2018,POR CADA DIA DE INASISTENCIA COMPROBADA DEL JEFE DE MANTENIMIENTO AL LUGAR DE EJECUCIÓN ,"124,5"
1168765,20529380586,OTRA PENALIDAD,SERVICIOS,GOBIERNO REGIONAL DE CAJAMARCA-TRANSPORTES,12/9/2018,POR CADA DÍA DE INASISTENCIA COMPROBADA DE CADA OBRERO EN EL LUGAR DE LA EJECUCIÓN DEL SER,166.00
1168780,20529380586,OTRA PENALIDAD,SERVICIOS,GOBIERNO REGIONAL DE CAJAMARCA-TRANSPORTES,19/9/2018,POR EL INCUMPLIMIENTO EN LA EJECUCIÓN DE LAS ACTIVIDADES PROGRAMADAS,"1828,92"
1100829,20458681415,OTRA PENALIDAD,SERVICIOS,INSTITUTO NACIONAL MATERNO PERINATAL,25/7/2017,DE ACUERDO A PENALIDAD ESTABLECIDA EN EL CONTRATO,100.00
951847,20136828445,OTRA PENALIDAD,SERVICIOS,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,13/3/2018,PENALIDAD NO. SJM180004 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO,"41,5"
951847,20136828445,OTRA PENALIDAD,SERVICIOS,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,10/9/2018,PENALIDAD NO. SJM180078 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO,"41,5"
1143958,20514038601,OTRA PENALIDAD,SERVICIOS,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,23/5/2018,PENALIDAD NO. SJM180044 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO,8300.00
1019993,20101354602,POR MORA,SERVICIOS,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,15/2/2018,PENALIDAD NO. SJM180007 - POR INCUMPLIMIENTO DE PLAZO DEL SERVICIO,"139,62"
1094102,20319127845,OTRA PENALIDAD,SERVICIOS,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,8/3/2018,PENALIDAD NO. SJM180016 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO,"51026,16"
1132918,20494375525,OTRA PENALIDAD,SERVICIOS,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,21/2/2018,PENALIDAD NO. SJM180010 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO,"622,5"
966540,20125862561,OTRA PENALIDAD,SERVICIOS,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,16/3/2018,PENALIDAD NO. SJM180021 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO,200.00
935436,20444985969,OTRA PENALIDAD,SERVICIOS,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,23/8/2018,PENALIDAD NO. SJM180073 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO,830.00
1026590,20401882741,OTRA PENALIDAD,SERVICIOS,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,26/7/2018,PENALIDAD NO. SJM180060 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO,2075.00
1039947,C0002912618,POR MORA,SERVICIOS,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL SUR ESTE S.A.,1/9/2017,Otras penalidades,2025.00
1100857,20601840678,POR MORA,OBRAS,UNIVERSIDAD NACIONAL DE UCAYALI,2/8/2018,INCUMPLIMIENTO DEL CONTRATO,"289219,2"
1045164,20504979092,POR MORA,SERVICIOS,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,27/4/2018,PENALIDAD NO. SJM180034 - POR INCUMPLIMIENTO DE PLAZO DEL SERVICIO,"487,62"
1121477,20529688017,POR MORA,SERVICIOS,MUNICIPALIDAD PROVINCIAL DE CAJAMARCA,30/10/2018,POR MORA EN LA EJECUCIÓN DE LA PRESTACIÓN,"86987,21"
1145072,20100017491,OTRA PENALIDAD,SERVICIOS,SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS,14/11/2018,Indisponibilidad del servicio,"4027,5"
1170919,20601012643,POR MORA,BIENES,PETROLEOS DEL PERU S.A.,24/10/2018,POR RETRASI EN ENTREGA DE MATERIAL,"567,98"
1170185,10425041083,OTRA PENALIDAD,CONSULTORIAS OBRAS,MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION - HUAMACHUCO,14/11/2018,POR NO ESTAR EN OBRA - NO COMUNICAR LA FALTA DE INDUMENTARIA E IMPLEMENTOS DE PROTECCION,1500.00
1112792,20100717124,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE TRANSPORTES Y COMUNICACIONES,27/11/2017,Penalidad Otras Nº 056-2017,162.00
1168390,10106279034,POR MORA,BIENES,COMISIÓN NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,26/11/2018,POR MORA EN EL PLAZO DE ENTREGA,"7711,8"
1159404,20510643641,POR MORA,BIENES,MARINA DE GUERRA DEL PERU,6/11/2018,Por retrazo en la entrega del bien,"4854,9"
1194693,20600012143,POR MORA,SERVICIOS,SEGURO SOCIAL DE SALUD,15/10/2018,INCUMPLIMIENTO EN LAS FECHAS DE RECOJO SEGUN CRONOGRAMA,"2182,29"
1175552,20553892253,POR MORA,SERVICIOS,SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS,18/12/2018,Demora en la entrega de documentos y devolucion de cargos,"78,73"
1168617,L0000005122,POR MORA,BIENES,EJERCITO PERUANO,19/11/2018,INCUMPLIMIENTO CLAUSULA DECIMO SEGUND: PENALIDADES Y CALCULOS MORATORIOS (RETRAZO 10 DIAS),"3013,14"
1200767,20564018903,OTRA PENALIDAD,BIENES,MUNICIPALIDAD PROVINCIAL DE CALCA,17/12/2018,por retrazo injustificado n el plazo de entrega,"3839,42"
1199693,20278872018,POR MORA,OBRAS,MUNICIPALIDAD PROVINCIAL DE GRAU - CHUQUIBAMBILLA,29/2/2016,PENALIDAD POR RETRASO INJUSTIFICADO EN LA EJECUCIÓN DE LA OBRA,"691417,08"
1185913,20503953839,POR MORA,BIENES,MUNICIPALIDAD DISTRITAL DE MARANGANI,24/12/2018,"SEGUN INFORME LEGAL N° 066-2018-LPC-ALI-MDM, LA PENALIDAD SE APLICA POR MORA ","5056,64"
1188805,20600251946,OTRA PENALIDAD,SERVICIOS,GOBIERNO REGIONAL DE CAJAMARCA-TRANSPORTES,26/12/2018,"RDS N° 467-2018-GR-CAJ/DRTC, POR INASISTENCIA COMPROBADA DEL PERSONAL CLAVE",4150.00
1170008,20603455534,OTRA PENALIDAD,CONSULTORIAS OBRAS,DIRECCION DE ECONOMIA Y FINANZAS DE LA POLICIA NACIONAL DEL PERU - PNP,28/11/2018,3RA VAL,"1552,73"
1141469,20523209095,POR MORA,SERVICIOS,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,11/10/2018,PENALIDAD POR RETRASO INJUSTIFICADO EN LAS PRESTACIONES,"92,25"
1141469,20523209095,POR MORA,SERVICIOS,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,22/10/2018,PENALIDAD POR RETRASO INJUSTIFICADO EN LAS PRESTACIONES,"783,63"
1170668,20160267861,OTRA PENALIDAD,SERVICIOS,CENTRO DE FORMACION EN TURISMO,27/11/2018,"POR CAMBIOS DE OPERARIOS SIN COMUNUCACION, ABANDONO, INGRESO FUERA DE HORA DE TOLERANCIA",1660.00
1192716,20529465140,OTRA PENALIDAD,SERVICIOS,GOBIERNO REGIONAL DE CAJAMARCA-TRANSPORTES,26/12/2018,"RDS N° 468-2018-GR-CAJ/DRTC, POR INASISTENCIA COMPROBADA DEL PERSONAL CLAVE",2075.00
1106104,20551301673,POR MORA,BIENES,MUNICIPALIDAD DISTRITAL DE SAN BORJA,13/9/2017,PENALIDAD POR MORA,37680.00
1054694,20542278502,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,6/12/2018,OTRAS PENALIDADES,900.00
1162927,20256136865,POR MORA,SERVICIOS,PODER JUDICIAL,12/10/2018,MORA ,"1533,64"
1185373,20547004745,POR MORA,BIENES,CORTE SUPERIOR DE JUSTICIA DE AREQUIPA,28/12/2018,PENALIDAD  POR  DEMORA EN LA ENTREGA DE LOS BIENES,"4657,5"
1056705,20116448051,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,2/10/2018,OTRAS PENALIDADES,9900.00
1059840,20317998563,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,3/10/2018,OTRAS PENALIDADES,200.00
1098530,20553892253,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,5/10/2018,OTRAS PENALIDADES,"2,95"
1098530,20553892253,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,19/12/2018,OTRAS PENALIDADES,"13,32"
1156993,C0003034014,OTRA PENALIDAD,SERVICIOS,MINISTERIO PUBLICO-GERENCIA ADMINISTRATIVA DE SAN MARTIN,6/11/2018,INCUMPLIMIENTO HORARIO DE TRABAJO,8000.00
1079696,10200563200,OTRA PENALIDAD,SERVICIOS,CORTE SUPERIOR DE JUSTICIA DE HUANUCO,30/10/2018,OTRA PENALIDAD,2490.00
1148889,20100017491,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° V SEDE TRUJILLO,6/2/2019,penalidad averias mes del 24-11-18 al 23-12-2018,"721,87"
1148889,20100017491,OTRA PENALIDAD,SERVICIOS,ZONA REGISTRAL N° V SEDE TRUJILLO,6/2/2019,otra penalidad averias del 24-12-18 al 23-01-19,"1862,64"
1197318,20471742792,POR MORA,SERVICIOS,PETROLEOS DEL PERU S.A.,15/2/2019,Penalidad por concepto de mora correspondiente a los días de atraso en la presentación del,"5245,7"
1159733,20100686814,POR MORA,SERVICIOS,FONDO MIVIVIENDA S.A.,9/11/2018,PENALIDAD DE ENTREGA DE DOCUMENTOS,"194,35"
1170929,20521043271,POR MORA,BIENES,PETROLEOS DEL PERU S.A.,8/3/2018,RETRASO INJUSTIFICADO EN LA ENTREGA DE MATERIAL POR 06 DÍAS,"327,9"
1153289,C0003031907,POR MORA,SERVICIOS,PETROLEOS DEL PERU S.A.,8/6/2018,RETRASO INJUSTIFICADO EN LA ENTREGA DE MATERIAL POR 04 DÍAS,"3299,32"
1171079,20269085828,POR MORA,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,9/11/2018,POR MORA,14840.00
1106900,20534394463,OTRA PENALIDAD,SERVICIOS,MINISTERIO DE ECONOMIA Y FINANZAS,5/10/2018,OTRAS PENALIDADES,100.00
1176615,20282818036,OTRA PENALIDAD,SERVICIOS,EMPRESA DE GENERACION ELECTRICA SAN GABAN S.A.,21/11/2018,PENALIDAD EN APLICACIÓN DE CLAUSULA DECIMO PRIMERA CONTRATO EGESG N° 025-2018 INFRACCIÓN 4,2075.00
1155306,20553156808,POR MORA,BIENES,PETROLEOS DEL PERU S.A.,25/6/2018,PENALIDAD POR MORA ,"1777,86"
1188149,20349784841,POR MORA,BIENES,PETROLEOS DEL PERU S.A.,10/8/2018,RETRASO INJUSTIFICADO EN LA ENTREGA DE MATERIAL POR 2 DÍAS,"532,94"
1149688,20393719444,POR MORA,SERVICIOS,CORTE SUPERIOR DE JUSTICIA DE UCAYALI,3/9/2018,Penalidad por demora en la entrega durante el mes de septiembre 2018,"5142,86"
1041394,20345367757,OTRA PENALIDAD,BIENES,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT,3/1/2019,PENALIDAD POR UPTIME,"3010,33"
